TIME  COMMAND  CELL  BOXTYPE  CHANNEL BOTID
------------------------------------------
   0 startPalletize #1
21083 endMotion    C11       20  121    1
21083 endMotion     B6       -1   71    5
21083 startMotion   D9       -1   -1    3
21084 startMotion   B6       -1   71    5
21084 startMotion  B13        1   55    4
21084 startMotion  C11       20  121    1
21085 endMotion     D2       -1   -1    2
21086 startMotion   D2       -1   -1    2
21087 endMotion    D10       -1   -1    3
21088 endMotion    B14        1   55    4
21088 startMotion  D10       -1   -1    3
21088 endMotion    C10       20  121    1
21088 endMotion     B7       -1   71    5
21089 movebox2bot            50  135    6
21089 endMotion     B3       50  135    6
21089 startMotion  B14        1   55    4
21089 startMotion   B7       -1   71    5
21089 startMotion  C10       20  121    1
21090 startMotion   B3       50  135    6
21090 endMotion     D3       -1   -1    2
21091 startMotion   D3       -1   -1    2
21092 endMotion    D11       -1   -1    3
21093 endMotion    B15        1   55    4
21093 startMotion  D11       -1   -1    3
21093 endMotion     C9       20  121    1
21093 endMotion     B8       -1   71    5
21094 startMotion  B15        1   55    4
21094 endMotion     B4       50  135    6
21094 startMotion   C9       20  121    1
21094 startMotion   B8       -1   71    5
21095 startMotion   B4       50  135    6
21095 endMotion     D4       -1   -1    2
21096 startMotion   D4       -1   -1    2
21097 endMotion    D12       -1   -1    3
21098 startMotion  D12       -1   -1    3
21098 endMotion    B16        1   55    4
21098 endMotion     C8       20  121    1
21099 startMotion   C8       20  121    1
21099 endMotion     B5       50  135    6
21099 startMotion  B16        1   55    4
21100 endMotion    A16        1   55    4
21100 endMotion     D5       -1   -1    2
21100 movebox2bot             2   71    5
21100 endMotion     B9        2   71    5
21100 startMotion   B5       50  135    6
21101 startMotion   D5       -1   -1    2
21101 startMotion  A16        1   55    4
21101 startMotion   B9        2   71    5
21102 endMotion    D13       -1   -1    3
21103 startMotion  D13       -1   -1    3
21103 endMotion     C7       20  121    1
21104 endMotion     B6       50  135    6
21104 startMotion   C7       20  121    1
21105 endMotion     D6       -1   -1    2
21105 endMotion    A15        1   55    4
21105 startMotion   B6       50  135    6
21105 endMotion    B10        2   71    5
21106 startMotion   D6       -1   -1    2
21106 startMotion  A15        1   55    4
21106 startMotion  B10        2   71    5
21107 endMotion    D14       -1   -1    3
21108 startMotion  D14       -1   -1    3
21108 endMotion     C6       20  121    1
21109 endMotion     B7       50  135    6
21109 startMotion   C6       20  121    1
21110 endMotion     D7       -1   -1    2
21110 startMotion   B7       50  135    6
21110 endMotion    A14        1   55    4
21110 endMotion    B11        2   71    5
21111 startMotion  B11        2   71    5
21111 startMotion  A14        1   55    4
21111 startMotion   D7       -1   -1    2
21112 endMotion    D15       -1   -1    3
21113 startMotion  D15       -1   -1    3
21113 endMotion     C5       20  121    1
21114 startMotion   C5       20  121    1
21114 endMotion     B8       50  135    6
21115 startMotion   B8       50  135    6
21115 endMotion     D8       -1   -1    2
21115 endMotion    B12        2   71    5
21115 endMotion    A13        1   55    4
21116 startMotion  A13        1   55    4
21116 startMotion  B12        2   71    5
21116 startMotion   D8       -1   -1    2
21118 endMotion     C4       20  121    1
21119 movebox2bot            20  new    3
21119 endMotion    D16       20  122    3
21119 startMotion   C4       20  121    1
21119 endMotion     B9       50  135    6
21120 startMotion  D16       20  122    3
21120 startMotion   B9       50  135    6
21120 endMotion     D9       -1   -1    2
21120 endMotion    A12        1   55    4
21120 endMotion    B13        2   71    5
21121 startMotion  A12        1   55    4
21121 startMotion   D9       -1   -1    2
21121 startMotion  B13        2   71    5
21121 endMotion    C16       20  122    3
21122 startMotion  C16       20  122    3
21124 endMotion    B10       50  135    6
21125 endMotion    B14        2   71    5
21125 endMotion    A11        1   55    4
21125 startMotion  B10       50  135    6
21125 endMotion    D10       -1   -1    2
21125 movebox2channel        20  121    1
21125 endMotion     C3       -1   -1    1
21126 startMotion  A11        1   55    4
21126 startMotion  B14        2   71    5
21126 endMotion    C15       20  122    3
21126 startMotion   C3       -1   -1    1
21126 startMotion  D10       -1   -1    2
21127 startMotion  C15       20  122    3
21129 endMotion    B11       50  135    6
21130 endMotion    B15        2   71    5
21130 startMotion  B11       50  135    6
21130 endMotion    A10        1   55    4
21130 endMotion     C2       -1   -1    1
21130 endMotion    D11       -1   -1    2
21131 endMotion    C14       20  122    3
21131 startMotion   C2       -1   -1    1
21131 startMotion  D11       -1   -1    2
21131 startMotion  B15        2   71    5
21131 startMotion  A10        1   55    4
21132 startMotion  C14       20  122    3
21134 endMotion    B12       50  135    6
21135 endMotion    D12       -1   -1    2
21135 endMotion     A9        1   55    4
21135 startMotion  B12       50  135    6
21135 endMotion    B16        2   71    5
21135 endMotion     C1       -1   -1    1
21136 startMotion   C1       -1   -1    1
21136 startMotion   A9        1   55    4
21136 startMotion  D12       -1   -1    2
21136 endMotion    C13       20  122    3
21136 startMotion  B16        2   71    5
21137 startMotion  C13       20  122    3
21137 endMotion    A16        2   71    5
21137 endMotion     D1       -1   -1    1
21138 startMotion  A16        2   71    5
21138 startMotion   D1       -1   -1    1
21139 endMotion    B13       50  135    6
21140 endMotion    D13       -1   -1    2
21140 startMotion  B13       50  135    6
21140 endMotion     A8        1   55    4
21141 endMotion    C12       20  122    3
21141 startMotion  D13       -1   -1    2
21141 startMotion   A8        1   55    4
21142 endMotion    A15        2   71    5
21142 startMotion  C12       20  122    3
21142 endMotion     D2       -1   -1    1
21143 startMotion   D2       -1   -1    1
21143 startMotion  A15        2   71    5
21144 endMotion    B14       50  135    6
21145 endMotion     A7        1   55    4
21145 endMotion    D14       -1   -1    2
21145 startMotion  B14       50  135    6
21146 startMotion  D14       -1   -1    2
21146 startMotion   A7        1   55    4
21146 endMotion    C11       20  122    3
21147 endMotion     D3       -1   -1    1
21147 startMotion  C11       20  122    3
21147 endMotion    A14        2   71    5
21148 startMotion  A14        2   71    5
21148 startMotion   D3       -1   -1    1
21149 endMotion    B15       50  135    6
21150 endMotion     A6        1   55    4
21150 startMotion  B15       50  135    6
21150 endMotion    D15       -1   -1    2
21151 startMotion  D15       -1   -1    2
21151 startMotion   A6        1   55    4
21151 endMotion    C10       20  122    3
21152 endMotion    A13        2   71    5
21152 endMotion     D4       -1   -1    1
21152 startMotion  C10       20  122    3
21153 startMotion  A13        2   71    5
21153 startMotion   D4       -1   -1    1
21154 endMotion    B16       50  135    6
21155 startMotion  B16       50  135    6
21155 endMotion     A5        1   55    4
21156 startMotion   A5        1   55    4
21156 endMotion    A16       50  135    6
21156 endMotion     C9       20  122    3
21157 endMotion     D5       -1   -1    1
21157 startMotion  A16       50  135    6
21157 endMotion    A12        2   71    5
21157 movebox2bot            20  new    2
21157 endMotion    D16       20  126    2
21157 startMotion   C9       20  122    3
21158 startMotion   D5       -1   -1    1
21158 startMotion  A12        2   71    5
21158 startMotion  D16       20  126    2
21159 endMotion    C16       20  126    2
21160 startMotion  C16       20  126    2
21160 endMotion     A4        1   55    4
21161 endMotion    A15       50  135    6
21161 endMotion     C8       20  122    3
21161 startMotion   A4        1   55    4
21162 startMotion  A15       50  135    6
21162 startMotion   C8       20  122    3
21162 endMotion    A11        2   71    5
21162 endMotion     D6       -1   -1    1
21163 startMotion  A11        2   71    5
21163 startMotion   D6       -1   -1    1
21164 endMotion    C15       20  126    2
21165 endMotion     A3        1   55    4
21165 startMotion  C15       20  126    2
21166 endMotion     C7       20  122    3
21166 endMotion    A14       50  135    6
21166 startMotion   A3        1   55    4
21167 startMotion  A14       50  135    6
21167 startMotion   C7       20  122    3
21167 endMotion    A10        2   71    5
21167 endMotion     D7       -1   -1    1
21168 startMotion   D7       -1   -1    1
21168 startMotion  A10        2   71    5
21169 endMotion    C14       20  126    2
21170 endMotion     A2        1   55    4
21170 startMotion  C14       20  126    2
21171 startMotion   A2        1   55    4
21171 endMotion    A13       50  135    6
21171 endMotion     C6       20  122    3
21172 startMotion   C6       20  122    3
21172 endMotion     D8       -1   -1    1
21172 endMotion     A9        2   71    5
21172 startMotion  A13       50  135    6
21173 startMotion   D8       -1   -1    1
21173 startMotion   A9        2   71    5
21174 endMotion    C13       20  126    2
21175 startMotion  C13       20  126    2
21176 endMotion     C5       20  122    3
21176 endMotion    A12       50  135    6
21177 endMotion     D9       -1   -1    1
21177 startMotion  A12       50  135    6
21177 movebox2tr             -1  del    4
21177 endMotion     A1       -1   -1    4
21177 startMotion   C5       20  122    3
21177 endMotion     A8        2   71    5
21178 startMotion   A1       -1   57    4
21178 startMotion   A8        2   71    5
21178 startMotion   D9       -1   -1    1
21179 endMotion    C12       20  126    2
21179 endMotion     B1       -1   57    4
21180 startMotion  C12       20  126    2
21180 startMotion   B1       -1   57    4
21181 endMotion     C4       20  122    3
21181 endMotion    A11       50  135    6
21182 endMotion     A7        2   71    5
21182 startMotion   C4       20  122    3
21182 startMotion  A11       50  135    6
21182 endMotion    D10       -1   -1    1
21183 startMotion   A7        2   71    5
21183 startMotion  D10       -1   -1    1
21184 endMotion    C11       20  126    2
21184 endMotion     B2       -1   57    4
21185 startMotion  C11       20  126    2
21185 startMotion   B2       -1   57    4
21186 endMotion    A10       50  135    6
21187 endMotion     A6        2   71    5
21187 endMotion    D11       -1   -1    1
21187 startMotion  A10       50  135    6
21188 movebox2channel        20  122    3
21188 endMotion     C3       -1   -1    3
21188 startMotion   A6        2   71    5
21188 startMotion  D11       -1   -1    1
21189 endMotion     B3       -1   57    4
21189 endMotion    C10       20  126    2
21189 startMotion   C3       -1   -1    3
21190 startMotion  C10       20  126    2
21190 startMotion   B3       -1   57    4
21191 endMotion     A9       50  135    6
21192 endMotion     A5        2   71    5
21192 startMotion   A9       50  135    6
21192 endMotion    D12       -1   -1    1
21193 startMotion  D12       -1   -1    1
21193 startMotion   A5        2   71    5
21193 endMotion     C2       -1   -1    3
21194 endMotion     B4       -1   57    4
21194 endMotion     C9       20  126    2
21194 startMotion   C2       -1   -1    3
21195 startMotion   C9       20  126    2
21195 startMotion   B4       -1   57    4
21196 endMotion     A8       50  135    6
21197 startMotion   A8       50  135    6
21197 endMotion     A4        2   71    5
21197 endMotion    D13       -1   -1    1
21198 endMotion     C1       -1   -1    3
21198 startMotion   A4        2   71    5
21198 startMotion  D13       -1   -1    1
21199 endMotion     B5       -1   57    4
21199 endMotion     C8       20  126    2
21199 startMotion   C1       -1   -1    3
21200 startMotion   C8       20  126    2
21200 endMotion     D1       -1   -1    3
21200 startMotion   B5       -1   57    4
21201 endMotion     A7       50  135    6
21201 startMotion   D1       -1   -1    3
21202 endMotion    D14       -1   -1    1
21202 endMotion     A3        2   71    5
21202 startMotion   A7       50  135    6
21203 startMotion  D14       -1   -1    1
21203 startMotion   A3        2   71    5
21204 endMotion     B6       -1   57    4
21204 endMotion     C7       20  126    2
21205 endMotion     D2       -1   -1    3
21205 startMotion   B6       -1   57    4
21205 startMotion   C7       20  126    2
21206 endMotion     A6       50  135    6
21206 startMotion   D2       -1   -1    3
21207 startMotion   A6       50  135    6
21207 endMotion     A2        2   71    5
21207 endMotion    D15       -1   -1    1
21208 startMotion  D15       -1   -1    1
21208 startMotion   A2        2   71    5
21209 endMotion     B7       -1   57    4
21209 endMotion     C6       20  126    2
21210 startMotion   C6       20  126    2
21210 startMotion   B7       -1   57    4
21210 endMotion     D3       -1   -1    3
21211 startMotion   D3       -1   -1    3
21211 endMotion     A5       50  135    6
21212 startMotion   A5       50  135    6
21214 endMotion     C5       20  126    2
21214 movebox2bot            20  new    1
21214 endMotion    D16       20  131    1
21214 endMotion     B8       -1   57    4
21214 movebox2tr             -1  del    5
21214 endMotion     A1       -1   -1    5
21215 startMotion   A1       -1   28    5
21215 startMotion  D16       20  131    1
21215 endMotion     D4       -1   -1    3
21215 startMotion   B8       -1   57    4
21215 startMotion   C5       20  126    2
21216 endMotion     A4       50  135    6
21216 startMotion   D4       -1   -1    3
21216 endMotion    C16       20  131    1
21216 endMotion     B1       -1   28    5
21217 startMotion   B1       -1   28    5
21217 startMotion   A4       50  135    6
21217 startMotion  C16       20  131    1
21219 endMotion     C4       20  126    2
21219 endMotion     B9       -1   57    4
21220 endMotion     D5       -1   -1    3
21220 startMotion   C4       20  126    2
21220 startMotion   B9       -1   57    4
21221 startMotion   D5       -1   -1    3
21221 endMotion     B2       -1   28    5
21221 endMotion    C15       20  131    1
21221 endMotion     A3       50  135    6
21222 startMotion   B2       -1   28    5
21222 startMotion  C15       20  131    1
21222 startMotion   A3       50  135    6
21224 endMotion    B10       -1   57    4
21225 endMotion     D6       -1   -1    3
21225 startMotion  B10       -1   57    4
21226 endMotion    C14       20  131    1
21226 endMotion     B3       -1   28    5
21226 endMotion     A2       50  135    6
21226 startMotion   D6       -1   -1    3
21226 movebox2channel        20  126    2
21226 endMotion     C3       -1   -1    2
21227 startMotion   B3       -1   28    5
21227 startMotion   A2       50  135    6
21227 startMotion  C14       20  131    1
21227 startMotion   C3       -1   -1    2
21230 endMotion     D7       -1   -1    3
21231 startMotion   D7       -1   -1    3
21231 endMotion     C2       -1   -1    2
21231 movebox2bot             3   57    4
21231 endMotion    B11        3   57    4
21231 endMotion    C13       20  131    1
21231 endMotion     B4       -1   28    5
21232 startMotion   B4       -1   28    5
21232 startMotion  C13       20  131    1
21232 startMotion  B11        3   57    4
21232 startMotion   C2       -1   -1    2
21233 movebox2tr             -1  del    6
21233 endMotion     A1       -1   -1    6
21234 startMotion   A1       -1   68    6
21235 endMotion     B1       -1   68    6
21235 endMotion     D8       -1   -1    3
21236 startMotion   D8       -1   -1    3
21236 endMotion    B12        3   57    4
21236 endMotion     C1       -1   -1    2
21236 startMotion   B1       -1   68    6
21236 endMotion     B5       -1   28    5
21236 endMotion    C12       20  131    1
21237 startMotion  C12       20  131    1
21237 startMotion   C1       -1   -1    2
21237 startMotion   B5       -1   28    5
21237 startMotion  B12        3   57    4
21238 endMotion     D1       -1   -1    2
21239 startMotion   D1       -1   -1    2
21240 endMotion     B2       -1   68    6
21240 endMotion     D9       -1   -1    3
21241 startMotion   B2       -1   68    6
21241 endMotion     B6       -1   28    5
21241 startMotion   D9       -1   -1    3
21241 endMotion    C11       20  131    1
21241 endMotion    B13        3   57    4
21242 startMotion   B6       -1   28    5
21242 startMotion  C11       20  131    1
21242 startMotion  B13        3   57    4
21243 endMotion     D2       -1   -1    2
21244 startMotion   D2       -1   -1    2
21245 endMotion    D10       -1   -1    3
21245 endMotion     B3       -1   68    6
21246 startMotion   B3       -1   68    6
21246 endMotion    C10       20  131    1
21246 startMotion  D10       -1   -1    3
21246 endMotion    B14        3   57    4
21246 endMotion     B7       -1   28    5
21247 startMotion  C10       20  131    1
21247 startMotion   B7       -1   28    5
21247 startMotion  B14        3   57    4
21248 endMotion     D3       -1   -1    2
21249 startMotion   D3       -1   -1    2
21250 endMotion     B4       -1   68    6
21250 endMotion    D11       -1   -1    3
21251 endMotion     B8       -1   28    5
21251 endMotion     C9       20  131    1
21251 startMotion  D11       -1   -1    3
21251 startMotion   B4       -1   68    6
21251 endMotion    B15        3   57    4
21252 startMotion   B8       -1   28    5
21252 startMotion  B15        3   57    4
21252 startMotion   C9       20  131    1
21253 endMotion     D4       -1   -1    2
21254 startMotion   D4       -1   -1    2
21255 endMotion     B5       -1   68    6
21255 endMotion    D12       -1   -1    3
21256 startMotion  D12       -1   -1    3
21256 endMotion     B9       -1   28    5
21256 startMotion   B5       -1   68    6
21256 endMotion    B16        3   57    4
21256 endMotion     C8       20  131    1
21257 startMotion  B16        3   57    4
21257 startMotion   C8       20  131    1
21257 startMotion   B9       -1   28    5
21258 endMotion     D5       -1   -1    2
21258 endMotion    A16        3   57    4
21259 startMotion   D5       -1   -1    2
21259 startMotion  A16        3   57    4
21260 endMotion    D13       -1   -1    3
21260 endMotion     B6       -1   68    6
21261 startMotion   B6       -1   68    6
21261 endMotion     C7       20  131    1
21261 endMotion    B10       -1   28    5
21261 startMotion  D13       -1   -1    3
21262 startMotion   C7       20  131    1
21262 startMotion  B10       -1   28    5
21263 endMotion     D6       -1   -1    2
21263 endMotion    A15        3   57    4
21264 startMotion  A15        3   57    4
21264 startMotion   D6       -1   -1    2
21265 endMotion     B7       -1   68    6
21265 endMotion    D14       -1   -1    3
21266 endMotion    B11       -1   28    5
21266 startMotion  D14       -1   -1    3
21266 endMotion     C6       20  131    1
21266 startMotion   B7       -1   68    6
21267 startMotion   C6       20  131    1
21267 startMotion  B11       -1   28    5
21268 endMotion    A14        3   57    4
21268 endMotion     D7       -1   -1    2
21269 startMotion   D7       -1   -1    2
21269 startMotion  A14        3   57    4
21270 endMotion    D15       -1   -1    3
21270 endMotion     B8       -1   68    6
21271 endMotion     C5       20  131    1
21271 endMotion    B12       -1   28    5
21271 startMotion   B8       -1   68    6
21271 startMotion  D15       -1   -1    3
21272 startMotion  B12       -1   28    5
21272 startMotion   C5       20  131    1
21273 endMotion    A13        3   57    4
21273 endMotion     D8       -1   -1    2
21274 startMotion  A13        3   57    4
21274 startMotion   D8       -1   -1    2
21275 endMotion     B9       -1   68    6
21276 startMotion   B9       -1   68    6
21276 endMotion     C4       20  131    1
21276 endMotion    B13       -1   28    5
21277 movebox2bot            20  new    3
21277 endMotion    D16       20  125    3
21277 startMotion   C4       20  131    1
21277 startMotion  B13       -1   28    5
21278 startMotion  D16       20  125    3
21278 endMotion    A12        3   57    4
21278 endMotion     D9       -1   -1    2
21279 startMotion  A12        3   57    4
21279 endMotion    C16       20  125    3
21279 startMotion   D9       -1   -1    2
21280 startMotion  C16       20  125    3
21281 endMotion     C3       20  131    1
21282 startMotion   C3       20  131    1
21282 movebox2bot             5   68    6
21282 endMotion    B10        5   68    6
21283 endMotion    A11        3   57    4
21283 startMotion  B10        5   68    6
21283 endMotion    D10       -1   -1    2
21283 movebox2bot             4   28    5
21283 endMotion    B14        4   28    5
21284 startMotion  B14        4   28    5
21284 startMotion  D10       -1   -1    2
21284 startMotion  A11        3   57    4
21284 endMotion    C15       20  125    3
21285 startMotion  C15       20  125    3
21287 endMotion    B11        5   68    6
21288 endMotion    B15        4   28    5
21288 endMotion    D11       -1   -1    2
21288 movebox2channel        20  131    1
21288 endMotion     C2       -1   -1    1
21288 startMotion  B11        5   68    6
21288 endMotion    A10        3   57    4
21289 startMotion  A10        3   57    4
21289 startMotion  B15        4   28    5
21289 endMotion    C14       20  125    3
21289 startMotion   C2       -1   -1    1
21289 startMotion  D11       -1   -1    2
21290 startMotion  C14       20  125    3
21292 endMotion    B12        5   68    6
21293 endMotion     C1       -1   -1    1
21293 endMotion    D12       -1   -1    2
21293 endMotion    B16        4   28    5
21293 endMotion     A9        3   57    4
21293 startMotion  B12        5   68    6
21294 startMotion   A9        3   57    4
21294 startMotion  D12       -1   -1    2
21294 startMotion   C1       -1   -1    1
21294 startMotion  B16        4   28    5
21294 endMotion    C13       20  125    3
21295 endMotion    A16        4   28    5
21295 endMotion     D1       -1   -1    1
21295 startMotion  C13       20  125    3
21296 startMotion  A16        4   28    5
21296 startMotion   D1       -1   -1    1
21297 endMotion    B13        5   68    6
21298 endMotion     A8        3   57    4
21298 endMotion    D13       -1   -1    2
21298 startMotion  B13        5   68    6
21299 endMotion    C12       20  125    3
21299 startMotion  D13       -1   -1    2
21299 startMotion   A8        3   57    4
21300 endMotion     D2       -1   -1    1
21300 startMotion  C12       20  125    3
21300 endMotion    A15        4   28    5
21301 startMotion  A15        4   28    5
21301 startMotion   D2       -1   -1    1
21302 endMotion    B14        5   68    6
21303 endMotion     A7        3   57    4
21303 startMotion  B14        5   68    6
21303 endMotion    D14       -1   -1    2
21304 endMotion    C11       20  125    3
21304 startMotion   A7        3   57    4
21304 startMotion  D14       -1   -1    2
21305 endMotion    A14        4   28    5
21305 endMotion     D3       -1   -1    1
21305 startMotion  C11       20  125    3
21306 startMotion   D3       -1   -1    1
21306 startMotion  A14        4   28    5
21307 endMotion    B15        5   68    6
21308 startMotion  B15        5   68    6
21308 endMotion     A6        3   57    4
21308 endMotion    D15       -1   -1    2
21309 startMotion  D15       -1   -1    2
21309 endMotion    C10       20  125    3
21309 startMotion   A6        3   57    4
21310 startMotion  C10       20  125    3
21310 endMotion     D4       -1   -1    1
21310 endMotion    A13        4   28    5
21311 startMotion   D4       -1   -1    1
21311 startMotion  A13        4   28    5
21312 endMotion    B16        5   68    6
21313 startMotion  B16        5   68    6
21313 endMotion     A5        3   57    4
21314 endMotion    A16        5   68    6
21314 startMotion   A5        3   57    4
21314 endMotion     C9       20  125    3
21315 endMotion    A12        4   28    5
21315 startMotion  A16        5   68    6
21315 endMotion     D5       -1   -1    1
21315 movebox2bot            20  new    2
21315 endMotion    D16       20  136    2
21315 startMotion   C9       20  125    3
21316 startMotion   D5       -1   -1    1
21316 startMotion  A12        4   28    5
21316 startMotion  D16       20  136    2
21317 endMotion    C16       20  136    2
21318 startMotion  C16       20  136    2
21318 endMotion     A4        3   57    4
21319 startMotion   A4        3   57    4
21319 endMotion    A15        5   68    6
21319 endMotion     C8       20  125    3
21320 startMotion  A15        5   68    6
21320 endMotion     D6       -1   -1    1
21320 endMotion    A11        4   28    5
21320 startMotion   C8       20  125    3
21321 startMotion  A11        4   28    5
21321 startMotion   D6       -1   -1    1
21322 endMotion    C15       20  136    2
21323 endMotion     A3        3   57    4
21323 startMotion  C15       20  136    2
21324 startMotion   A3        3   57    4
21324 endMotion     C7       20  125    3
21324 endMotion    A14        5   68    6
21325 startMotion   C7       20  125    3
21325 startMotion  A14        5   68    6
21325 endMotion    A10        4   28    5
21325 endMotion     D7       -1   -1    1
21326 startMotion   D7       -1   -1    1
21326 startMotion  A10        4   28    5
21327 endMotion    C14       20  136    2
21328 endMotion     A2        3   57    4
21328 startMotion  C14       20  136    2
21329 endMotion    A13        5   68    6
21329 endMotion     C6       20  125    3
21329 startMotion   A2        3   57    4
21330 endMotion     D8       -1   -1    1
21330 startMotion   C6       20  125    3
21330 endMotion     A9        4   28    5
21330 startMotion  A13        5   68    6
21331 startMotion   A9        4   28    5
21331 startMotion   D8       -1   -1    1
21332 endMotion    C13       20  136    2
21333 startMotion  C13       20  136    2
21334 endMotion     C5       20  125    3
21334 endMotion    A12        5   68    6
21335 startMotion  A12        5   68    6
21335 endMotion     A8        4   28    5
21335 movebox2tr             -1  del    4
21335 endMotion     A1       -1   -1    4
21335 startMotion   C5       20  125    3
21335 endMotion     D9       -1   -1    1
21336 startMotion   A1       -1   45    4
21336 startMotion   D9       -1   -1    1
21336 startMotion   A8        4   28    5
21337 endMotion     B1       -1   45    4
21337 endMotion    C12       20  136    2
21338 startMotion  C12       20  136    2
21338 startMotion   B1       -1   45    4
21339 endMotion     C4       20  125    3
21339 endMotion    A11        5   68    6
21340 endMotion    D10       -1   -1    1
21340 startMotion   C4       20  125    3
21340 endMotion     A7        4   28    5
21340 startMotion  A11        5   68    6
21341 startMotion  D10       -1   -1    1
21341 startMotion   A7        4   28    5
21342 endMotion     B2       -1   45    4
21342 endMotion    C11       20  136    2
21343 startMotion  C11       20  136    2
21343 startMotion   B2       -1   45    4
21344 endMotion    A10        5   68    6
21345 startMotion  A10        5   68    6
21345 endMotion     A6        4   28    5
21345 endMotion    D11       -1   -1    1
21346 movebox2channel        20  125    3
21346 endMotion     C3       -1   -1    3
21346 startMotion   A6        4   28    5
21346 startMotion  D11       -1   -1    1
21347 endMotion    C10       20  136    2
21347 endMotion     B3       -1   45    4
21347 startMotion   C3       -1   -1    3
21348 startMotion   B3       -1   45    4
21348 startMotion  C10       20  136    2
21349 endMotion     A9        5   68    6
21350 startMotion   A9        5   68    6
21350 endMotion     A5        4   28    5
21350 endMotion    D12       -1   -1    1
21351 endMotion     C2       -1   -1    3
21351 startMotion   A5        4   28    5
21351 startMotion  D12       -1   -1    1
21352 endMotion     C9       20  136    2
21352 startMotion   C2       -1   -1    3
21352 endMotion     B4       -1   45    4
21353 startMotion   B4       -1   45    4
21353 startMotion   C9       20  136    2
21354 endMotion     A8        5   68    6
21355 endMotion    D13       -1   -1    1
21355 startMotion   A8        5   68    6
21355 endMotion     A4        4   28    5
21356 startMotion   A4        4   28    5
21356 endMotion     C1       -1   -1    3
21356 startMotion  D13       -1   -1    1
21357 endMotion     B5       -1   45    4
21357 endMotion     C8       20  136    2
21357 startMotion   C1       -1   -1    3
21358 endMotion     D1       -1   -1    3
21358 startMotion   B5       -1   45    4
21358 startMotion   C8       20  136    2
21359 startMotion   D1       -1   -1    3
21359 endMotion     A7        5   68    6
21360 endMotion     A3        4   28    5
21360 endMotion    D14       -1   -1    1
21360 startMotion   A7        5   68    6
21361 startMotion   A3        4   28    5
21361 startMotion  D14       -1   -1    1
21362 endMotion     C7       20  136    2
21362 endMotion     B6       -1   45    4
21363 startMotion   B6       -1   45    4
21363 startMotion   C7       20  136    2
21363 endMotion     D2       -1   -1    3
21364 endMotion     A6        5   68    6
21364 startMotion   D2       -1   -1    3
21365 endMotion     A2        4   28    5
21365 endMotion    D15       -1   -1    1
21365 startMotion   A6        5   68    6
21366 startMotion  D15       -1   -1    1
21366 startMotion   A2        4   28    5
21367 endMotion     B7       -1   45    4
21367 endMotion     C6       20  136    2
21368 startMotion   C6       20  136    2
21368 startMotion   B7       -1   45    4
21368 endMotion     D3       -1   -1    3
21369 endMotion     A5        5   68    6
21369 startMotion   D3       -1   -1    3
21370 startMotion   A5        5   68    6
21372 movebox2bot            20  new    1
21372 endMotion    D16       20    2    1
21372 movebox2tr             -1  del    5
21372 endMotion     A1       -1   -1    5
21372 endMotion     B8       -1   45    4
21372 endMotion     C5       20  136    2
21373 startMotion   A1       -1   21    5
21373 startMotion   C5       20  136    2
21373 endMotion     D4       -1   -1    3
21373 startMotion  D16       20    2    1
21373 startMotion   B8       -1   45    4
21374 endMotion     A4        5   68    6
21374 endMotion    C16       20    2    1
21374 startMotion   D4       -1   -1    3
21374 endMotion     B1       -1   21    5
21375 startMotion   A4        5   68    6
21375 startMotion   B1       -1   21    5
21375 startMotion  C16       20    2    1
21377 endMotion     B9       -1   45    4
21377 endMotion     C4       20  136    2
21378 startMotion   C4       20  136    2
21378 endMotion     D5       -1   -1    3
21378 startMotion   B9       -1   45    4
21379 endMotion     B2       -1   21    5
21379 startMotion   D5       -1   -1    3
21379 endMotion     A3        5   68    6
21380 startMotion   A3        5   68    6
21380 startMotion   B2       -1   21    5
21381 movebox2channel        20    2    1
21381 endMotion    C15       -1   -1    1
21382 endMotion    B10       -1   45    4
21382 startMotion  C15       -1   -1    1
21382 endMotion     C3       20  136    2
21383 startMotion   C3       20  136    2
21383 startMotion  B10       -1   45    4
21383 endMotion     D6       -1   -1    3
21384 startMotion   D6       -1   -1    3
21384 endMotion     B3       -1   21    5
21384 endMotion     A2        5   68    6
21385 startMotion   A2        5   68    6
21385 startMotion   B3       -1   21    5
21386 endMotion    C14       -1   -1    1
21387 startMotion  C14       -1   -1    1
21387 endMotion    B11       -1   45    4
21388 startMotion  B11       -1   45    4
21388 endMotion     D7       -1   -1    3
21389 startMotion   D7       -1   -1    3
21389 movebox2channel        20  136    2
------------------------------------------------------------------------------------
21389 finishDepalletize
21389 endMotion     C2       -1   -1    2
21389 endMotion     B4       -1   21    5
------------------------------------------------------------------------------------
21390 startDepalletize
21390 startMotion   C2       -1   -1    2
21390 startMotion   B4       -1   21    5
21391 endMotion    C13       -1   -1    1
21391 movebox2tr             -1  del    6
21391 endMotion     A1       -1   -1    6
21392 startMotion   A1       -1   52    6
21392 startMotion  C13       -1   -1    1
21393 endMotion     B1       -1   52    6
21393 endMotion     D8       -1   -1    3
21394 startMotion   D8       -1   -1    3
21394 endMotion     C1       -1   -1    2
21394 endMotion     B5       -1   21    5
21394 movebox2bot             6   45    4
21394 endMotion    B12        6   45    4
21394 startMotion   B1       -1   52    6
21395 startMotion  B12        6   45    4
21395 startMotion   C1       -1   -1    2
21395 startMotion   B5       -1   21    5
21396 endMotion    C12       -1   -1    1
